Post,Root Comment,Reply
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",thiết kế giao diện khá easy,bác có thể xin mở lớp thêm  đợt em học cũng là xin mở thêm lớp chứ ban đầu có đâu
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",thiết kế giao diện khá easy,Môn đó là tự thiết kế chứ k phải thiết kế theo mẫu có sẵn đúng không ạ?
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",thiết kế giao diện khá easy,tới đợt đăng ký môn học xin  đủ người yêu cầu thì thường nhà trường sẽ mở thôi
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",Thương mại đt code ecom :))),học điểm cao không Hùng?
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",Thương mại đt code ecom :))),Hùng Nguyễn học r à m?
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",Thương mại đt code ecom :))),vote thầy Hưng
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",4 môn đầu nhé,?
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",4 môn đầu nhé,Thành Long là môn j
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",4 môn đầu nhé,Thành Long thu thập là học j thế
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",4 môn đầu nhé,Thành Long học thầy cô nào ok Long ưii
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",bỏ requirement engineering mà làm nguời em ơi,Phạm Tuấn Dũng thầy dạy chí phải
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",bỏ requirement engineering mà làm nguời em ơi,Phạm Tuấn Dũng môn đấy khó ko ạ? Có bài tập lớn ko a?
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",bỏ requirement engineering mà làm nguời em ơi,Hay bạn bị lú lẫn ween rồi
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",học an toàn an ninh,"Kiều Long Học chưa m ơi? Tao nghe chữ ""mạng"" lại sợ sợ giống môn mạng máy tính thì chết dở"
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",học an toàn an ninh,A+ bạn ơi
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",học an toàn an ninh,=)))
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",học an toàn an ninh,C học thầy nào đấy
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",học an toàn an ninh,"giữa kì thì trả lời câu hỏi đủ 8 câu đúng thì 10 hoặc làm bài tập thầy giao, cuối kì được mang tài liệu kì trước full 10 :))"
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",học an toàn an ninh,Với cả bth hàng tuần có phải làm bt nộp cho thầy ko?
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ",học an toàn an ninh,"t học full mạng, còn 2 môn nữa kì này đăng kí nốt là truyền thông với lập trình mạng thôi với cả hệ thống thương mại điện tử của thầy Trần Trọng Hiếu nữa"
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ","Thương mại điện tử thầy Hưng cả lớp A vs A+ nhé  quản lý dự án pm chăm làm bt, cuối kì ôn dc là ok. Điểm danh gắt thôi.","an toàn an ninh mạng ôn thi theo đề, thầy k điểm danh. Ôn dc thì điểm ok  có bài tập lấy điểm giữa kì nhưng ez thôi. Khai phá dữ liệu thầy Thụy điểm cũng ổn =)) nhưng ngày nào cũng điểm danh đầu giờ :)) đi muộn là toang"
"Mọi người cho em xin riviu về các môn tự chọn với ạ. Kì sau e vẫn còn full 15 tín nhưng  chưa biết nên học môn nào và thầy cô nào cho hợp lý =(( 
Những môn đánh dấu là những môn e dự định sẽ đăng ký. Nhưng môn nào dễ mn recommend giúp e ở dưới nhé. 
Mn riviu luôn thầy cô dạy môn đó luôn nhé 
Thầy cô khó tính cũng được nhưng cho điểm hợp lý là được ạ","Thương mại điện tử thầy Hưng cả lớp A vs A+ nhé  quản lý dự án pm chăm làm bt, cuối kì ôn dc là ok. Điểm danh gắt thôi.",Thu thập phân tích YC vs kiểm thử cũng làm bt hàng tuần. hơi hên xui :))) chả hiểu sao mình thấy ez mà nhiều ng kêu khó :))
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",10 điểm k có nhưng,"Nguyễn Minh Đức học môn này có vất vả quá ko ạ, em đăng kí kì này 22 tín nên sợ vất quá không học được ạ"
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",Lâm Hoàng vô khóc,"Quang Nam ngon mà, mức điểm từ B+ trờ lên :>"
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?","Thuyết trình BTL từ tuần 5 tuần 6 j đấy lấy gk, ck là trình bày toàn bộ những gì đã thuyết trình và một số cái khác liên quan đến BTL bằng văn bản, ncl nhàn lắm",Lê Dương cho em hỏi cụ thể btl là làm gì ạ
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?","Thuyết trình BTL từ tuần 5 tuần 6 j đấy lấy gk, ck là trình bày toàn bộ những gì đã thuyết trình và một số cái khác liên quan đến BTL bằng văn bản, ncl nhàn lắm",Lê Dương cuối kì là làm ở nhà hay làm trên lớp vậy anh
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",Nguyễn Trần Anh Đức Phạm Anh Cường cho em nó xin review,Nguyễn Quang Huy -2 học bổng của 2 thầy chứ em có mất mát gì đâu
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",A+ trong lòng bàn tay :))),
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",free a+ Hải Sơn,Môn này dễ
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",ko học đc gì từ môn này đâu em,Thầy rep chán thế thầy =))
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",ko học đc gì từ môn này đâu em,"Nguyễn Thành Đô thầy nói đúng quá ạ, đúng nhận sai cãi luôn ạ"
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",ko học đc gì từ môn này đâu em,Nguyễn Thành Đô thầy nói thẳng thế
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",ko học đc gì từ môn này đâu em,Nguyễn Thành Đô nói nhỏ thôi thầy
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",ko học đc gì từ môn này đâu em,Nguyễn Thành Đô nói giảm nói tránh thôi thầy
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",Phạm Quang review giúp bạn với kìa,10 điểm
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?",Ninh Thảo,Lê Thanh Huyền review có tâm cho ẻm đi kìa
"Mọi người cho em xin review môn Tin sinh học thầy Cường với ạ, môn này có phải làm btl không ạ?","Tìm hiểu về 1 vấn đề, 1 bài báo và có 3 buổi để trình bàyPros: Học cách research độc lập, trình bày, phản biện. Thử sức với tin học trong y tế (chủ yếu là học máy).Cons: Không có nhiều ứng dụng trực tiếp nếu em làm swe.Bản thân môn học không vô dụng, cách mình tiếp cận nó thế nào thôi. Học thật làm thật thì ko ứng dụng trực tiếp cũng ứng dụng gián tiếp. Học cho đủ môn thì mình không đánh giá  mà cũng không nên đánh giá 1 môn học là vô dụng hay không nếu học với tiêu chí đấy.",Lò Đức quá chi tiết ạ
"Mọi người ơi, cho e xin review thầy cô học cải thiện môn Đại số với ạ",Học thầy Trần Thanh Tùng ấy :)),Phạm Việt Hoàng m có đc A+ đâu ??
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,"Csdl tuyệt vời, 10 điểm",Phạm Tú tin chuẩn không anh
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,Chạy ngay khỏi thầy Duy e nhé =]]]],Nam Hà =))) thầy làm gì với bro à
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,Chạy ngay khỏi thầy Duy e nhé =]]]],Nam Hà cậu tệ thế
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,run from (1) (đã trải nghiệm) và (2) (4) (nghe bảo thế),Nguyễn Hoài Ngân
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,"(1) run away, (4) mr Đô and Vinh is da best,",Vũ Minh Hiếu Thầy Duy dạy dễ hiểu mà.
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,Trần Thanh Thảo thầy Cường ổn k cậu,
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,"KTMT aim thầy Trần Trọng Hiếu hoặc Trần Xuân Tú hoặc Nguyễn Trí Thành nha XSTK muốn kiếm A+ easily thì aim thầy Đô OOP thầy Võ Đình Hiếu là tốt nhất rồi, giữ lại nhó",Lê Dương XSTK Thầy Nghiêm Nguyễn Việt Dũng oke không ạ?
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,"(1) sucks, no hope, the end of sunshine and happiness",Bùi Hùng cơn ác mộng của bhvh =)))))))))
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,4 sure kèo run =))),
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,chí ý thì hãy thêm chữ thầy với chữ cô vào để tôn trọng họ chứ nhỉ ?,
Cho em xin review các môn này với ạ+ CSDL thầy Vũ Bá Duy + cô Cẩm Vân+ OOP thầy Võ Đình Hiếu+ KTMT thầy Ngọc Hóa+ XSTK thầy Đặng Cao Cường,1 bú đẫm2 nấu ăn3 không biết4 nấu ăn,
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,Thầy Hải dạy hay nha em!,em muốn hỏi về thầy cho điểm như nào ạ
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,Thầy Hải dạy hay nha em!,Pham An Duc Vinh công nhận
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,Thầy Hải dạy hay nha em!,"Pham An Duc Vinh thầy 10 điểm, không có nhưng"
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,Thầy Hải dạy hay nha em!,Pham An Duc Vinh Hay anh ạ
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,Thầy Hải dạy hay nha em!,Pham An Duc Vinh tin chuẩn ko anh
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,"DSA thầy Hiếu oke nhé em, OOP thầy Việt nữa XSTK thầy Đặng Thanh Hải cx oke, nhma có thể chọn thầy Lê Phê Đô cũng rất được nhé",
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,"Ktmt thầy Hoá thì... khóMôn đấy nhiều cái hơi trừu tượng nên khó kp do thầy. Còn thầy thì cũng k quá áp lực với sinh viên, nmà đừng để đầu rỗng là được",Nghia Be anh có recommend thầy nào không ạ
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,Nguyễn Trang  hoc dsa hong,"Diễm Quỳnh học đi bạn, thầy này là ổn nhất đấy ..."
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,Nguyễn Trang  hoc dsa hong,Diễm Quỳnh honggggggggg
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,"thầy Việt dạy dễ hiểu, trong lớp ghi chép vở đầy đủ là giữa kỳ điểm cao (gki kiểm tra tự luận, dc dùng tài liệu). Mình thấy thầy dạy nhiệt huyết và dễ tính nếu bạn nghiêm túc học hành ^^ đi học đầy đủ vì thầy có điểm danh",
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,"dsa mình học thầy Đăng thực hành, cũng chủ yếu lên lớp tự làm bài thôi. có gì khó hỏi thầy. Mình thấy thầy cho điểm không khó nên học cx oke",
Em muốn xin review các thầy cô em sắp học năm tới ạXSTK - thầy Đặng Thanh HảiCSDL - cô Dư Phương Hạnh-TA và cô Nguyễn Ngọc Quỳnh-THDSA - thầy Lê Quang Hiếu-CL và thầy Kiều Hải Đăng-THKTMT - PGS.TS Nguyễn Ngọc Hóa OOP - thầy Trần Hoàng Việt,mình ko học xstk thầy Hải nhưng học thầy toán rr nếu là mình thì mình sẽ không chọn học thầy nữa đâu nên bạn tự hiểu =))))),
mn cho em xin review về môn Kiểm thử và đảm bảo chất lượng phần mềm của thầy Nguyễn Văn Sơn với ạ. Em cảm ơn ạ,Một từ: Học ^^,Tạ Hàn  a có thể nói rõ hơn về cách dạy cũng như kiểm tra của thầy được ko ạ
mn cho em xin review về môn Kiểm thử và đảm bảo chất lượng phần mềm của thầy Nguyễn Văn Sơn với ạ. Em cảm ơn ạ,"Tuyệt vời 10 điểm luôn em nhé, thầy nhiệt tình, cho điểm dễ trong trường hợp em chịu học :))",
mn cho em xin review về môn Kiểm thử và đảm bảo chất lượng phần mềm của thầy Nguyễn Văn Sơn với ạ. Em cảm ơn ạ,"điểm cao, thầy nhiệt tình",Hoàng Đạo ủa là cao dữ chưa:)))
mn cho em xin review về môn Kiểm thử và đảm bảo chất lượng phần mềm của thầy Nguyễn Văn Sơn với ạ. Em cảm ơn ạ,"điểm cao, thầy nhiệt tình",Hoàng Đạo kì này thầy dạy lần đầu mà nên cao
mn cho em xin review về môn Kiểm thử và đảm bảo chất lượng phần mềm của thầy Nguyễn Văn Sơn với ạ. Em cảm ơn ạ,1 câu chuyện buồn,
Các tiền bối cho em xin review về các thầy và môn học sau với.1. Cô Ma Thị Châu : Môn CTDL&GT.2. Thầy Nguyễn Kiên Cường : Môn Cơ nhiệt.,"Trương Hoàng Giang thầy KC cơ nhiệt kìa, review xem nào",thầy dạy giáo trình tiếng anh rất tốt có tâmthoải mái với học sinh điểm kém hay đến muộn cũng k phàn nàn gì đâu nhưng tổng kết thì nguyên như thế sml
Các tiền bối cho em xin review về các thầy và môn học sau với.1. Cô Ma Thị Châu : Môn CTDL&GT.2. Thầy Nguyễn Kiên Cường : Môn Cơ nhiệt.,"Trương Hoàng Giang thầy KC cơ nhiệt kìa, review xem nào",đang định học cải thiện =))))Giang học lại ko =)))))
Các tiền bối cho em xin review về các thầy và môn học sau với.1. Cô Ma Thị Châu : Môn CTDL&GT.2. Thầy Nguyễn Kiên Cường : Môn Cơ nhiệt.,"Trương Hoàng Giang thầy KC cơ nhiệt kìa, review xem nào",Dàn fan boi của thầy Nguyễn Kiên Cường đây à :)))
Các tiền bối cho em xin review về các thầy và môn học sau với.1. Cô Ma Thị Châu : Môn CTDL&GT.2. Thầy Nguyễn Kiên Cường : Môn Cơ nhiệt.,"Trương Hoàng Giang thầy KC cơ nhiệt kìa, review xem nào","haizz, đang nghe review còn đi học"
Các tiền bối cho em xin review về các thầy và môn học sau với.1. Cô Ma Thị Châu : Môn CTDL&GT.2. Thầy Nguyễn Kiên Cường : Môn Cơ nhiệt.,"Trương Hoàng Giang thầy KC cơ nhiệt kìa, review xem nào",Vcl review :)))
Các tiền bối cho em xin review về các thầy và môn học sau với.1. Cô Ma Thị Châu : Môn CTDL&GT.2. Thầy Nguyễn Kiên Cường : Môn Cơ nhiệt.,"Trương Hoàng Giang thầy KC cơ nhiệt kìa, review xem nào",các đại ca thế nào em theo các anh
Các tiền bối cho em xin review về các thầy và môn học sau với.1. Cô Ma Thị Châu : Môn CTDL&GT.2. Thầy Nguyễn Kiên Cường : Môn Cơ nhiệt.,"Trương Hoàng Giang thầy KC cơ nhiệt kìa, review xem nào",nghe quả học như nào tổng kết như thế là ko ưng rồi
Các tiền bối cho em xin review về các thầy và môn học sau với.1. Cô Ma Thị Châu : Môn CTDL&GT.2. Thầy Nguyễn Kiên Cường : Môn Cơ nhiệt.,"Trương Hoàng Giang thầy KC cơ nhiệt kìa, review xem nào",chắc vào năm đợi thầy Tú
